__v,_id,city_type,country_code,end_date,id,is_cost_effective,is_safe,is_soloable,is_time_efficient,is_walk,keyword,like,start_date,type_id_a,type_id_b,type_id_c,version
0,63e0d8c11f6fdcc634f9b7f8,null,BOL,2023-02-06T10:39:17.054Z,293db682-541c-479d-84f3-6e6b38545065,false,null,false,true,true,인생샷,false,2023-02-06T10:38:57.492Z,A,F,U,1.1.0_20230206
0,63e115f1333093ee71785459,null,MMR,2023-02-06T15:00:31.395Z,110bf08b-d8e4-46bc-b8e8-5b6e90ff549b,true,null,false,false,false,이색문화 탐방,false,2023-02-06T15:00:01.256Z,A,H,U,1.1.0_20230206
0,63e2314ddab580f65b1d90c5,null,ESP,2023-02-07T11:09:13.698Z,9ee6e041-02e7-4b24-a7c9-e1eca74800ac,false,null,false,false,false,신나는 밤문화,false,2023-02-07T11:09:01.186Z,R,F,D,1.1.0_20230206
0,63e23163dab580f65b1d90cb,null,ESP,2023-02-07T11:09:29.158Z,c4575432-a033-416d-91db-79edcb58f430,false,null,true,false,false,신나는 밤문화,false,2023-02-07T11:09:23.981Z,R,F,D,1.1.0_20230206
0,63e241a48c6342f21eb5ac75,null,null,null,3539294e-815e-4cf7-afbc-6be78fac1f63,null,null,null,null,null,null,false,2023-02-07T12:18:44.912Z,null,null,null,1.1.0_20230206
0,63e242868c6342f21eb5ac77,null,PRT,2023-02-07T12:23:15.871Z,4541eae8-4d49-47de-a662-e6b66982c49a,true,null,false,false,false,서핑,false,2023-02-07T12:22:30.094Z,R,F,D,1.1.0_20230206
0,63e242a88c6342f21eb5ac79,old,TWN,2023-02-07T12:24:11.959Z,f271a876-00c7-482f-9a0b-83aebb6ee320,false,false,null,false,null,왁자지껄한 야시장,false,2023-02-07T12:23:04.497Z,C,F,D,1.1.0_20230206
0,63e242c18c6342f21eb5ac7e,null,MYS,2023-02-07T12:24:18.810Z,f567b410-6362-4023-bcb7-82854852e7e3,true,null,true,false,true,수상레저,true,2023-02-07T12:23:29.985Z,R,F,D,1.1.0_20230206
0,63e242c58c6342f21eb5ac80,null,TUN,2023-02-07T12:24:00.463Z,d86f2ffd-d647-4c3c-849a-4a651007ac90,true,null,false,false,true,현지인과의 교류,false,2023-02-07T12:23:33.342Z,R,H,U,1.1.0_20230206
0,63e243db8c6342f21eb5ac90,old,IDN,2023-02-07T12:28:57.989Z,d871fabb-dc02-4623-af5a-71e7bde3706b,false,true,null,false,null,쇼핑,false,2023-02-07T12:28:11.942Z,C,F,U,1.1.0_20230206
0,63e244138c6342f21eb5ac95,null,ARG,2023-02-07T12:29:33.876Z,19746043-fcaf-49db-814a-6f2a4ff7c92b,false,null,false,false,true,현지인과의 교류,false,2023-02-07T12:29:07.232Z,A,F,D,1.1.0_20230206
0,63e244458c6342f21eb5ac9a,new,CZE,2023-02-07T12:30:16.913Z,27ef262b-9fc8-47f7-bb83-9876d486dc26,false,true,null,false,null,낭만적 분위기,true,2023-02-07T12:29:57.236Z,C,F,D,1.1.0_20230206
0,63e244f98c6342f21eb5aca1,old,CHN,2023-02-07T12:34:01.125Z,20cf9c65-011a-4371-b4f9-fceedee740ca,false,false,null,false,null,역사 탐방,false,2023-02-07T12:32:57.939Z,C,F,U,1.1.0_20230206
0,63e245868c6342f21eb5aca6,old,CHN,2023-02-07T12:36:05.814Z,34b62a67-60f4-48f4-b8bd-d12afa656430,false,true,null,false,null,역사 탐방,false,2023-02-07T12:35:18.228Z,C,F,U,1.1.0_20230206
0,63e245a48c6342f21eb5aca8,old,KAZ,2023-02-07T12:36:30.994Z,4ff6fc21-41b5-4bde-94c3-7cf4da1bdd18,true,true,null,false,null,독창적 건축양식,false,2023-02-07T12:35:48.784Z,C,H,U,1.1.0_20230206
0,63e245a78c6342f21eb5acaa,null,HND,2023-02-07T12:40:29.094Z,bd515b93-7491-46bf-aade-a347d505699b,true,null,false,true,false,수상레저,false,2023-02-07T12:35:51.045Z,R,H,U,1.1.0_20230206
0,63e245e98c6342f21eb5acb2,old,ARE,2023-02-07T12:37:28.929Z,e212da07-6b41-4112-9092-ebd7803cd852,false,true,null,false,null,색다른 건축물,false,2023-02-07T12:36:57.517Z,C,F,D,1.1.0_20230206
0,63e245f18c6342f21eb5acb4,null,GEO,2023-02-07T12:39:53.894Z,a2638d15-9298-4a84-b7bb-3f13db88a398,false,null,false,true,true,하이킹,false,2023-02-07T12:37:05.664Z,A,H,U,1.1.0_20230206
0,63e245f58c6342f21eb5acb6,null,null,null,68515a02-2226-4f39-8aa2-e6d0af312e01,null,null,null,null,null,null,false,2023-02-07T12:37:09.881Z,null,null,null,1.1.0_20230206
0,63e245f88c6342f21eb5acb8,new,CZE,2023-02-07T12:38:39.113Z,62f08fde-b551-47ee-8338-6f7a8be445be,false,true,null,false,null,낭만적 분위기,true,2023-02-07T12:37:12.972Z,C,F,D,1.1.0_20230206
0,63e246058c6342f21eb5acba,new,HUN,2023-02-07T12:38:38.604Z,2f01cbdc-d48c-4b7d-b680-d0481c1da831,true,true,null,true,null,눈부신 야경,false,2023-02-07T12:37:25.598Z,C,F,U,1.1.0_20230206
0,63e246278c6342f21eb5acbf,old,ARE,2023-02-07T12:38:24.315Z,a56ca47c-8d8a-4c3f-b7eb-ddde32c8429a,false,true,null,false,null,색다른 건축물,false,2023-02-07T12:37:59.039Z,C,F,D,1.1.0_20230206
0,63e246658c6342f21eb5acca,old,ARE,2023-02-07T12:39:19.164Z,0c3b8dfe-4952-4608-a9f2-3fade56a6435,false,true,null,false,null,색다른 건축물,false,2023-02-07T12:39:01.551Z,C,F,D,1.1.0_20230206
0,63e246738c6342f21eb5accd,null,CYP,2023-02-07T12:39:22.100Z,aab2422a-af53-40b7-9267-671631585e91,true,null,false,true,false,역사문화 탐방,false,2023-02-07T12:39:15.890Z,R,H,D,1.1.0_20230206
0,63e246988c6342f21eb5acd5,null,HND,2023-02-07T12:40:25.262Z,1f469b9e-3be9-4292-a610-965d20115185,false,null,true,false,false,수상레저,false,2023-02-07T12:39:52.284Z,R,H,U,1.1.0_20230206
0,63e246c38c6342f21eb5ace0,old,CHN,2023-02-07T12:41:44.923Z,95367a69-3c90-4678-9521-3d374e4d42ac,false,true,null,false,null,역사 탐방,false,2023-02-07T12:40:35.325Z,C,F,U,1.1.0_20230206
0,63e246cd8c6342f21eb5ace2,old,ARE,2023-02-07T12:41:11.194Z,da8327f0-2efe-4881-afa1-970f17ae698b,false,true,null,false,null,색다른 건축물,false,2023-02-07T12:40:45.359Z,C,F,D,1.1.0_20230206
0,63e246f08c6342f21eb5ace7,old,JPN,2023-02-07T12:41:29.653Z,886cf6b5-74e4-41f0-b2f0-c910f15a2d21,false,false,null,true,null,맛있는 현지 음식,false,2023-02-07T12:41:20.364Z,C,F,D,1.1.0_20230206
0,63e2470a8c6342f21eb5acee,new,PER,2023-02-07T12:46:59.046Z,27c70aca-d309-4898-b7bc-524bf441cf90,true,false,null,false,null,맛있는 현지 음식,false,2023-02-07T12:41:46.348Z,C,H,U,1.1.0_20230206
0,63e2471e8c6342f21eb5acf2,null,OMN,2023-02-07T12:42:17.011Z,1ce6ec7d-eb15-42db-ae55-17e8730bdcd2,false,null,false,false,false,메마른 사막과 오아시스,false,2023-02-07T12:42:06.717Z,A,H,D,1.1.0_20230206
0,63e247398c6342f21eb5acf8,null,GEO,2023-02-07T12:43:00.056Z,5a12e3b3-b38f-4b2d-a607-d922958c1251,false,null,false,true,true,하이킹,false,2023-02-07T12:42:33.555Z,A,H,U,1.1.0_20230206
0,63e247418c6342f21eb5acfa,null,ISL,2023-02-07T12:43:22.008Z,b8d7b367-beac-4232-97c9-3830c86523d2,false,null,false,false,false,반짝이는 오로라,false,2023-02-07T12:42:41.227Z,A,F,D,1.1.0_20230206
0,63e247518c6342f21eb5acfc,old,KAZ,2023-02-07T12:44:30.703Z,c841fdd5-6f35-4f7f-a114-dd21f4a3a929,true,false,null,true,null,독창적 건축양식,true,2023-02-07T12:42:57.328Z,C,H,U,1.1.0_20230206
0,63e247cf8c6342f21eb5ad08,null,null,null,2e2e6d43-63d8-449c-845f-3d2fbe728d0f,null,null,null,null,null,null,false,2023-02-07T12:45:03.947Z,null,null,null,1.1.0_20230206
0,63e247db8c6342f21eb5ad0a,null,MYS,2023-02-07T12:46:15.429Z,bc56886b-e744-48e9-a6b2-e129ffe0de1b,true,null,false,false,true,수상레저,false,2023-02-07T12:45:15.977Z,R,F,D,1.1.0_20230206
0,63e248218c6342f21eb5ad11,null,CUB,2023-02-07T12:48:31.611Z,fd512b0e-aa36-4c0d-8a6b-13a5ea5835f4,true,null,true,false,false,이색문화 탐방,true,2023-02-07T12:46:25.621Z,R,H,U,1.1.0_20230206
0,63e248278c6342f21eb5ad13,old,TWN,2023-02-07T12:47:06.649Z,8324f6d1-564e-4d71-825c-f5acfa7b18e0,false,false,null,false,null,왁자지껄한 야시장,false,2023-02-07T12:46:31.019Z,C,F,D,1.1.0_20230206
0,63e248338c6342f21eb5ad15,old,HKG,2023-02-07T12:47:11.808Z,7ee9455a-d898-42ce-82b0-9a648f8fbe76,false,true,null,false,null,눈부신 야경,false,2023-02-07T12:46:43.486Z,C,F,D,1.1.0_20230206
0,63e248478c6342f21eb5ad1a,new,HUN,2023-02-07T12:47:19.082Z,8e3fce16-2dbb-49d5-a2b6-2c2d6c908429,true,true,null,true,null,눈부신 야경,true,2023-02-07T12:47:03.724Z,C,F,U,1.1.0_20230206
0,63e248a88c6342f21eb5ad29,null,MLT,2023-02-07T12:49:10.838Z,2b53d013-273c-45ad-9c04-c67a4ffa2a00,false,null,false,false,true,현지인과의 교류,true,2023-02-07T12:48:40.775Z,R,H,D,1.1.0_20230206
0,63e248e58c6342f21eb5ad30,old,CHN,2023-02-07T12:50:22.424Z,8d7620f9-cea1-4115-8b67-2ded3de309f0,false,true,null,false,null,역사 탐방,false,2023-02-07T12:49:41.553Z,C,F,U,1.1.0_20230206
0,63e248e78c6342f21eb5ad32,old,ARE,2023-02-07T12:50:08.247Z,5a3a1477-01ae-4a01-9f84-e796ee70a0d4,false,true,null,false,null,색다른 건축물,true,2023-02-07T12:49:43.000Z,C,F,D,1.1.0_20230206
0,63e249238c6342f21eb5ad3b,null,MYS,2023-02-07T12:51:47.042Z,d2ae3581-796b-4bb2-b09a-3de4905ec953,true,null,false,false,true,수상레저,false,2023-02-07T12:50:43.499Z,R,F,D,1.1.0_20230206
0,63e249808c6342f21eb5ad40,null,THA,2023-02-07T12:53:19.034Z,101ac26e-1348-4445-9220-25825581e246,true,null,true,false,false,맛있는 현지 음식,false,2023-02-07T12:52:16.689Z,R,F,U,1.1.0_20230206
0,63e249d38c6342f21eb5ad45,new,CZE,2023-02-07T12:54:25.763Z,8282787a-93d4-4a5d-8f59-0aab52b7d183,false,true,null,false,null,낭만적 분위기,false,2023-02-07T12:53:39.836Z,C,F,D,1.1.0_20230206
0,63e249ed8c6342f21eb5ad47,null,LAO,2023-02-07T12:54:46.685Z,d1fb88f2-0860-49e0-a319-6194120f9e72,false,null,false,false,false,다양한 액티비티,true,2023-02-07T12:54:05.044Z,A,F,U,1.1.0_20230206
0,63e24a408c6342f21eb5ad50,null,MYS,2023-02-07T12:58:18.452Z,ae541134-d118-4acc-9412-740fab91bc35,true,null,false,false,true,수상레저,false,2023-02-07T12:55:28.358Z,R,F,D,1.1.0_20230206
0,63e24ab68c6342f21eb5ad52,old,BRA,2023-02-07T12:58:16.878Z,96c1caed-023d-479a-97c6-cd5bced15998,false,false,null,false,null,웅장한 카니발,false,2023-02-07T12:57:26.570Z,C,F,U,1.1.0_20230206
0,63e24ae28c6342f21eb5ad54,null,FRA,2023-02-07T12:58:18.699Z,56ae945a-3546-47ca-b7e0-d5a884e05629,false,null,false,false,false,쇼핑,false,2023-02-07T12:58:10.892Z,R,F,D,1.1.0_20230206
0,63e24b088c6342f21eb5ad5f,null,GTM,2023-02-07T12:59:26.153Z,475b90d8-5092-4128-8bd9-32a052101d90,true,null,false,false,false,불타는 화산,true,2023-02-07T12:58:48.642Z,A,H,U,1.1.0_20230206
0,63e24b3f8c6342f21eb5ad65,null,null,null,ca90a6a5-711f-4fdf-a971-f8b9c2577e5c,null,null,null,null,null,null,false,2023-02-07T12:59:43.862Z,null,null,null,1.1.0_20230206
0,63e24c038c6342f21eb5ad67,old,ZAF,2023-02-07T13:03:47.962Z,6a5954bf-87b1-404a-87b3-b7ece30d3952,false,false,null,false,null,다양한 문화 체험,false,2023-02-07T13:02:59.587Z,C,H,U,1.1.0_20230206
0,63e24c558c6342f21eb5ad6c,old,PAN,2023-02-07T13:04:57.147Z,5a772398-e8c5-4c92-a3da-bbcb87b23f44,false,false,null,false,null,활기찬 비치타운,false,2023-02-07T13:04:21.578Z,C,H,D,1.1.0_20230206
0,63e24c578c6342f21eb5ad6e,null,TUN,2023-02-07T13:04:55.487Z,51ee5215-bd9c-436f-9d20-6d502e7789d0,true,null,false,true,true,현지인과의 교류,false,2023-02-07T13:04:23.370Z,R,H,U,1.1.0_20230206
0,63e24c5d8c6342f21eb5ad70,old,ZAF,2023-02-07T13:04:41.971Z,189fcef5-73f0-4f32-9b78-c5f322ed04ea,false,false,null,false,null,다양한 문화 체험,false,2023-02-07T13:04:29.626Z,C,H,U,1.1.0_20230206
0,63e24c6a8c6342f21eb5ad74,null,CUB,2023-02-07T13:05:44.732Z,4ecf573d-381b-485c-ab70-b285dfd8f6fc,false,null,true,false,false,이색문화 탐방,false,2023-02-07T13:04:42.028Z,R,H,U,1.1.0_20230206
0,63e24c888c6342f21eb5ad7d,null,EGY,2023-02-07T13:05:35.238Z,6078cb31-f4be-4000-b158-539bf01529da,true,null,true,false,true,역사문화 탐방,false,2023-02-07T13:05:12.077Z,A,F,U,1.1.0_20230206
0,63e24c9f8c6342f21eb5ad81,null,GRC,2023-02-07T13:06:42.693Z,5cddcd55-a6d5-4dc7-90b0-388e604ac273,false,null,false,false,false,색다른 건축물,false,2023-02-07T13:05:35.438Z,R,F,D,1.1.0_20230206
0,63e24d058c6342f21eb5ad8b,old,ARE,2023-02-07T13:08:16.421Z,205be5de-b9fa-4345-8f14-845ac4f9cf1e,false,true,null,false,null,색다른 건축물,false,2023-02-07T13:07:17.063Z,C,F,D,1.1.0_20230206
0,63e24d138c6342f21eb5ad8d,null,null,null,e49c77ff-c5dc-40c8-9c0c-3f09073dd1ff,null,null,null,null,null,null,false,2023-02-07T13:07:31.142Z,null,null,null,1.1.0_20230206
0,63e24d448c6342f21eb5ad92,null,MEX,2023-02-07T13:11:04.222Z,7090a590-bd99-4541-ada6-abece23b477a,false,null,false,true,true,올인클루시브 호캉스,false,2023-02-07T13:08:20.152Z,R,F,U,1.1.0_20230206
0,63e24d4f8c6342f21eb5ad94,old,KAZ,2023-02-07T13:09:07.326Z,ada66ba0-60a5-4054-8faa-951b5aa8b02c,true,true,null,false,null,독창적 건축양식,false,2023-02-07T13:08:31.839Z,C,H,U,1.1.0_20230206
0,63e24d508c6342f21eb5ad96,old,MYS,2023-02-07T13:09:26.873Z,29c0035d-4f2d-49e7-af8d-ef6bf98aed7b,false,false,null,true,null,색다른 건축물,false,2023-02-07T13:08:32.642Z,C,F,U,1.1.0_20230206
0,63e24d5a8c6342f21eb5ad98,null,MLT,2023-02-07T13:09:49.421Z,ff068288-2072-4096-9aa6-ef3960959592,false,null,true,false,false,현지인과의 교류,false,2023-02-07T13:08:42.176Z,R,H,D,1.1.0_20230206
0,63e24d5d8c6342f21eb5ad9a,null,GRC,2023-02-07T13:09:50.578Z,16726644-cd1e-4955-8f24-0fbe3a6732cd,false,null,false,false,false,색다른 건축물,false,2023-02-07T13:08:45.527Z,R,F,D,1.1.0_20230206
0,63e24d5f8c6342f21eb5ad9c,null,null,null,c1718709-4f18-4d5e-9ced-7ed100b50f89,null,null,null,null,null,null,false,2023-02-07T13:08:47.133Z,null,null,null,1.1.0_20230206
0,63e24d838c6342f21eb5ada1,old,KAZ,2023-02-07T13:10:37.481Z,05728628-3d0c-4726-9533-c3a7385348d5,true,false,null,true,null,독창적 건축양식,false,2023-02-07T13:09:23.357Z,C,H,U,1.1.0_20230206
0,63e24d868c6342f21eb5ada3,null,PER,2023-02-07T13:11:14.797Z,8740dc73-cfa0-4a3b-9ef8-2f7ba3fa9eb8,false,null,false,false,false,이색문화 탐방,false,2023-02-07T13:09:26.384Z,A,F,U,1.1.0_20230206
0,63e24d898c6342f21eb5ada7,null,null,null,05841f2c-7d67-4aaa-812f-9c4f0d44eff1,null,null,null,null,null,null,false,2023-02-07T13:09:29.905Z,null,null,null,1.1.0_20230206
0,63e24d938c6342f21eb5adaa,null,MMR,2023-02-07T13:10:29.887Z,25ac47ac-caa8-4538-9784-f24f97812d46,true,null,false,false,true,이색문화 탐방,false,2023-02-07T13:09:39.695Z,A,H,U,1.1.0_20230206
0,63e24d9b8c6342f21eb5adac,null,CRI,2023-02-07T13:10:45.526Z,676982d8-ea18-45bd-9a76-958d609247f2,true,null,true,false,false,독특한 야생 동물 구경,false,2023-02-07T13:09:47.493Z,R,H,U,1.1.0_20230206
0,63e24d9f8c6342f21eb5adb2,null,LAO,2023-02-07T13:11:15.603Z,2c8186d8-4549-4103-aff5-e69b399cb9a2,false,null,false,false,false,다양한 액티비티,false,2023-02-07T13:09:51.074Z,A,F,U,1.1.0_20230206
0,63e24db78c6342f21eb5adb6,null,FRA,2023-02-07T13:10:57.283Z,9cb0cb53-ba74-4962-979d-96bd8540e1d2,false,null,false,true,false,쇼핑,false,2023-02-07T13:10:15.683Z,R,F,D,1.1.0_20230206
0,63e24dd58c6342f21eb5adc0,null,MYS,2023-02-07T13:11:44.340Z,79688a2b-b1b3-49bd-b0cc-651af7cbfd06,false,null,false,true,false,수상레저,false,2023-02-07T13:10:45.801Z,R,F,D,1.1.0_20230206
0,63e24de48c6342f21eb5adc5,null,CUB,2023-02-07T13:13:27.263Z,a3cf68ad-b13a-42fa-92f6-8b2b492d0341,true,null,false,true,true,이색문화 탐방,false,2023-02-07T13:11:00.331Z,R,H,U,1.1.0_20230206
0,63e24ded8c6342f21eb5adcc,new,CZE,2023-02-07T13:12:06.735Z,3a558362-bd76-4338-a223-c9b88e7c50ff,true,true,null,false,null,낭만적 분위기,false,2023-02-07T13:11:09.465Z,C,F,D,1.1.0_20230206
0,63e24dfc8c6342f21eb5add4,null,HRV,2023-02-07T13:11:51.245Z,d77f0dd9-d4bc-44d3-8c6b-5ba0608e3a36,false,null,false,false,false,아름다운 자연경관,true,2023-02-07T13:11:24.102Z,R,F,U,1.1.0_20230206
0,63e24e0a8c6342f21eb5add6,null,null,null,374f3316-95c0-4f34-9650-93ead597666a,null,null,null,null,null,null,false,2023-02-07T13:11:38.638Z,null,null,null,1.1.0_20230206
0,63e24e158c6342f21eb5addb,null,TUN,2023-02-07T13:13:11.922Z,2a7b3ea3-3873-483a-afb3-158ec92325d0,true,null,false,false,false,현지인과의 교류,true,2023-02-07T13:11:49.655Z,R,H,U,1.1.0_20230206
0,63e24e418c6342f21eb5ade4,null,null,null,4d532c9f-6efb-4f48-8759-35a2237fa258,null,null,null,null,null,null,false,2023-02-07T13:12:33.782Z,null,null,null,1.1.0_20230206
0,63e24e5b8c6342f21eb5ade6,old,IDN,2023-02-07T13:13:53.063Z,06d543ca-a966-4398-ba86-f13832855691,false,true,null,false,null,쇼핑,false,2023-02-07T13:12:59.315Z,C,F,U,1.1.0_20230206
0,63e24e638c6342f21eb5ade8,null,null,null,39c531db-e6f3-4c6c-9033-5a46af420c42,null,null,null,null,null,null,false,2023-02-07T13:13:07.352Z,null,null,null,1.1.0_20230206
0,63e24ebf8c6342f21eb5adf4,null,null,null,d8c09554-34b1-4e1d-a5a9-274d6d2d7738,null,null,null,null,null,null,false,2023-02-07T13:14:39.646Z,null,null,null,1.1.0_20230206
0,63e24ede8c6342f21eb5adf6,null,HRV,2023-02-07T13:16:02.680Z,3b0aae76-7465-47c6-a895-4a84a6f28889,false,null,false,false,true,아름다운 자연경관,false,2023-02-07T13:15:10.014Z,R,F,U,1.1.0_20230206
0,63e24f018c6342f21eb5adf8,null,MDV,2023-02-07T13:16:59.825Z,f78c7b31-f010-4458-8c92-d9411f0d85c6,false,null,false,false,false,낭만적인 분위기,false,2023-02-07T13:15:45.061Z,R,F,U,1.1.0_20230206
0,63e24f028c6342f21eb5adfa,null,CUB,2023-02-07T13:16:21.818Z,a6dc4660-fe63-4fe4-bab9-fc721a4a710c,false,null,false,false,false,이색문화 탐방,true,2023-02-07T13:15:46.474Z,R,H,U,1.1.0_20230206
0,63e24f308c6342f21eb5ae02,null,ESP,2023-02-07T13:17:55.350Z,644ceb61-4177-4a50-aef4-a0cf7da46690,false,null,true,false,false,신나는 밤문화,true,2023-02-07T13:16:32.349Z,R,F,D,1.1.0_20230206
0,63e24f3a8c6342f21eb5ae05,null,MYS,2023-02-07T13:17:09.967Z,4187b6a0-5041-425c-be20-504ed5de44f4,false,null,false,false,false,수상레저,true,2023-02-07T13:16:42.586Z,R,F,D,1.1.0_20230206
0,63e24f4b8c6342f21eb5ae09,null,CUB,2023-02-07T13:18:14.347Z,46b0507c-88aa-4d73-a780-1caac0a49e2b,true,null,false,false,true,이색문화 탐방,false,2023-02-07T13:16:59.365Z,R,F,U,1.1.0_20230206
0,63e24f658c6342f21eb5ae11,null,null,null,a19e541b-1f88-401f-a894-dd279bbbdc32,null,null,null,null,null,null,false,2023-02-07T13:17:25.675Z,null,null,null,1.1.0_20230206
0,63e24f778c6342f21eb5ae13,null,SGP,2023-02-07T13:19:31.660Z,4f65600d-ec5f-4b68-a4ac-f7b61b51c0da,false,null,false,true,true,다양한 액티비티,false,2023-02-07T13:17:43.613Z,R,F,D,1.1.0_20230206
0,63e24f7b8c6342f21eb5ae16,null,GEO,2023-02-07T13:18:05.925Z,c8792dff-e43f-454e-b769-4dce487766af,true,null,true,true,false,하이킹,false,2023-02-07T13:17:47.525Z,A,H,U,1.1.0_20230206
0,63e24f908c6342f21eb5ae1e,null,THA,2023-02-07T13:18:54.603Z,eee82e3e-825f-4f33-a646-b74a385449d1,false,null,false,false,false,맛있는 현지 음식,false,2023-02-07T13:18:08.104Z,R,F,U,1.1.0_20230206
0,63e24f938c6342f21eb5ae21,null,CYP,2023-02-07T13:19:43.619Z,774d29e2-3d3c-46ff-bfb2-482efc1c87cd,true,null,false,false,true,역사문화 탐방,false,2023-02-07T13:18:11.134Z,R,H,D,1.1.0_20230206
0,63e24f9b8c6342f21eb5ae27,old,MEX,2023-02-07T13:18:54.147Z,ade1c42b-57d2-42ff-ac78-48d50336e918,false,false,null,false,null,맛있는 현지 음식과 술,false,2023-02-07T13:18:19.893Z,C,F,U,1.1.0_20230206
0,63e24fb78c6342f21eb5ae29,null,MYS,2023-02-07T13:19:30.339Z,5852362c-3a95-493e-9abf-5b70cd0bb221,true,null,false,true,false,수상레저,false,2023-02-07T13:18:47.569Z,R,F,D,1.1.0_20230206
0,63e24fed8c6342f21eb5ae38,null,TUN,2023-02-07T13:20:36.314Z,d6890a13-fda4-46cb-b39a-a4a179065f39,true,null,false,true,true,현지인과의 교류,false,2023-02-07T13:19:41.473Z,R,H,U,1.1.0_20230206
0,63e24ff98c6342f21eb5ae3d,null,CYP,2023-02-07T13:20:55.160Z,6746c463-b7fe-4ef3-b530-34e06c679b97,true,null,false,false,false,역사문화 탐방,false,2023-02-07T13:19:53.447Z,R,H,D,1.1.0_20230206
0,63e2506e8c6342f21eb5ae45,null,MMR,2023-02-07T13:22:37.629Z,ea0c9956-fc9b-4271-8aa7-eddba4118d44,true,null,true,false,true,이색문화 탐방,false,2023-02-07T13:21:50.969Z,A,H,U,1.1.0_20230206
0,63e250828c6342f21eb5ae47,null,CYP,2023-02-07T13:22:37.696Z,9341cb08-0b51-4fa0-b323-4e1bc7d27aae,true,null,false,false,false,역사문화 탐방,false,2023-02-07T13:22:10.147Z,R,H,D,1.1.0_20230206
0,63e250aa8c6342f21eb5ae4f,null,null,null,401f4c91-ee24-4eab-84d8-62197e37cade,null,null,null,null,null,null,false,2023-02-07T13:22:50.530Z,null,null,null,1.1.0_20230206
0,63e250b28c6342f21eb5ae51,new,ROU,2023-02-07T13:23:30.132Z,a5f868e1-a272-4295-bd15-65711d05a5e0,true,true,null,false,null,독창적 건축양식,false,2023-02-07T13:22:58.835Z,C,H,D,1.1.0_20230206
0,63e250d48c6342f21eb5ae55,old,CHN,2023-02-07T13:24:24.598Z,f52d45ec-da03-4bfb-a7aa-5068655e7c12,false,false,null,false,null,역사 탐방,false,2023-02-07T13:23:32.663Z,C,F,U,1.1.0_20230206
0,63e250e18c6342f21eb5ae58,null,CYP,2023-02-07T13:24:02.699Z,4f1f3cb2-7d18-499b-a8a2-d762f9754ba6,false,null,false,false,false,역사문화 탐방,false,2023-02-07T13:23:45.312Z,R,H,D,1.1.0_20230206
0,63e250fc8c6342f21eb5ae5d,null,CYP,2023-02-07T13:24:30.040Z,61de545c-cf4e-4b42-b61b-c05c506b7694,false,null,false,false,false,역사문화 탐방,false,2023-02-07T13:24:12.766Z,R,H,D,1.1.0_20230206
0,63e251058c6342f21eb5ae5f,null,GRC,2023-02-07T13:25:10.135Z,9a96c091-56b5-4d94-a068-c3720dede1c5,false,null,false,false,false,색다른 건축물,false,2023-02-07T13:24:21.215Z,R,F,D,1.1.0_20230206
0,63e251108c6342f21eb5ae66,null,JOR,2023-02-07T13:25:16.499Z,dc43bc10-8077-450a-bbc7-35ff35515de9,true,null,false,false,true,역사문화 탐방,false,2023-02-07T13:24:32.267Z,A,H,U,1.1.0_20230206
0,63e251138c6342f21eb5ae69,old,QAT,2023-02-07T13:25:02.399Z,f31038c3-452d-4092-881d-976fcf374771,true,true,null,false,null,색다른 건축물,false,2023-02-07T13:24:35.900Z,C,H,D,1.1.0_20230206
0,63e251438c6342f21eb5ae74,null,MYS,2023-02-07T13:25:49.396Z,bf4b59a3-3cd5-48ae-8ac4-f20064848351,true,null,false,false,false,수상레저,false,2023-02-07T13:25:23.420Z,R,F,D,1.1.0_20230206
0,63e251648c6342f21eb5ae79,old,POL,2023-02-07T13:26:32.670Z,a290027e-2d5e-42c2-a369-a77309d00c6b,true,true,null,false,null,신나는 밤문화,false,2023-02-07T13:25:56.594Z,C,F,D,1.1.0_20230206
0,63e2519f8c6342f21eb5ae7e,null,GRC,2023-02-07T13:27:39.687Z,7501f74f-6164-4743-814a-315e07c73607,false,null,false,false,false,색다른 건축물,false,2023-02-07T13:26:55.886Z,R,F,D,1.1.0_20230206
0,63e251d98c6342f21eb5ae83,null,null,null,d4e96fcb-8952-4e60-8f81-007431fe7e2c,null,null,null,null,null,null,false,2023-02-07T13:27:53.122Z,null,null,null,1.1.0_20230206
0,63e251f48c6342f21eb5ae85,null,CYP,2023-02-07T13:29:23.631Z,e7efeb07-658f-46a3-b424-d4636b11157d,true,null,false,true,true,역사문화 탐방,false,2023-02-07T13:28:20.297Z,R,H,D,1.1.0_20230206
0,63e251ff8c6342f21eb5ae87,null,null,null,ac358e41-c9a1-426f-bcfb-fa6809df25e7,null,null,null,null,null,null,false,2023-02-07T13:28:31.467Z,null,null,null,1.1.0_20230206
0,63e252038c6342f21eb5ae89,null,null,null,845a745d-f6c2-4483-9b96-a48d9efba506,null,null,null,null,null,null,false,2023-02-07T13:28:35.709Z,null,null,null,1.1.0_20230206
0,63e252338c6342f21eb5ae8c,null,MYS,2023-02-07T13:30:34.523Z,275c01a0-d60e-434a-a24a-91ef06584c10,true,null,false,false,false,수상레저,false,2023-02-07T13:29:23.537Z,R,F,D,1.1.0_20230206
